,timestamp,temperature
572,2016-01-01 00:00:00,7.1
573,2016-01-01 01:00:00,7.1
574,2016-01-01 01:00:00,6.8
575,2016-01-01 01:20:00,7.0
576,2016-01-01 01:50:00,7.0
577,2016-01-01 02:00:00,6.9
578,2016-01-01 02:20:00,7.0
579,2016-01-01 02:50:00,7.0
580,2016-01-01 03:00:00,6.7
581,2016-01-01 03:20:00,7.0
582,2016-01-01 03:50:00,7.0
583,2016-01-01 04:00:00,6.6
584,2016-01-01 04:00:00,7.2
585,2016-01-01 04:20:00,7.0
586,2016-01-01 04:50:00,7.0
587,2016-01-01 05:00:00,6.5
588,2016-01-01 05:20:00,7.0
589,2016-01-01 05:50:00,7.0
590,2016-01-01 06:00:00,6.1
591,2016-01-01 06:20:00,7.0
592,2016-01-01 06:50:00,7.0
593,2016-01-01 07:00:00,6.2
594,2016-01-01 07:00:00,7.3
595,2016-01-01 07:20:00,7.0
596,2016-01-01 07:50:00,7.0
597,2016-01-01 08:00:00,6.2
598,2016-01-01 08:20:00,7.0
599,2016-01-01 08:50:00,8.0
600,2016-01-01 09:00:00,6.7
601,2016-01-01 09:20:00,8.0
602,2016-01-01 09:50:00,8.0
603,2016-01-01 10:00:00,6.6
604,2016-01-01 10:00:00,8.1
605,2016-01-01 10:20:00,8.0
606,2016-01-01 10:50:00,8.0
607,2016-01-01 11:00:00,7.3
608,2016-01-01 11:20:00,9.0
609,2016-01-01 11:50:00,9.0
610,2016-01-01 12:00:00,7.7
611,2016-01-01 12:20:00,9.0
612,2016-01-01 12:50:00,10.0
613,2016-01-01 13:00:00,9.6
614,2016-01-01 13:00:00,8.2
615,2016-01-01 13:20:00,10.0
616,2016-01-01 13:50:00,10.0
617,2016-01-01 14:00:00,8.7
618,2016-01-01 14:50:00,10.0
619,2016-01-01 15:00:00,8.8
620,2016-01-01 15:20:00,10.0
621,2016-01-01 15:50:00,10.0
622,2016-01-01 16:00:00,8.5
623,2016-01-01 16:00:00,10.2
624,2016-01-01 16:20:00,10.0
625,2016-01-01 16:50:00,10.0
626,2016-01-01 17:00:00,8.4
627,2016-01-01 17:20:00,10.0
628,2016-01-01 17:50:00,9.0
629,2016-01-01 18:00:00,7.6
630,2016-01-01 18:20:00,9.0
631,2016-01-01 18:50:00,9.0
632,2016-01-01 19:00:00,6.7
633,2016-01-01 19:00:00,8.2
634,2016-01-01 19:20:00,8.0
635,2016-01-01 19:50:00,7.0
636,2016-01-01 20:00:00,5.7
637,2016-01-01 20:50:00,6.0
638,2016-01-01 21:00:00,6.0
639,2016-01-01 21:20:00,6.0
640,2016-01-01 21:50:00,5.0
641,2016-01-01 22:00:00,6.0
642,2016-01-01 22:20:00,5.0
643,2016-01-01 22:50:00,5.0
644,2016-01-01 23:00:00,5.8
645,2016-01-01 23:20:00,5.0
646,2016-01-01 23:50:00,5.0
647,2016-01-02 00:00:00,6.3
648,2016-01-02 00:20:00,6.0
649,2016-01-02 00:50:00,5.0
650,2016-01-02 01:00:00,5.9
651,2016-01-02 01:00:00,4.7
652,2016-01-02 01:20:00,5.0
653,2016-01-02 01:50:00,5.0
654,2016-01-02 02:00:00,6.1
655,2016-01-02 02:20:00,4.0
656,2016-01-02 02:50:00,5.0
657,2016-01-02 03:00:00,5.8
658,2016-01-02 03:20:00,5.0
659,2016-01-02 03:50:00,5.0
660,2016-01-02 04:00:00,5.9
661,2016-01-02 04:00:00,5.1
662,2016-01-02 04:20:00,5.0
663,2016-01-02 04:50:00,5.0
664,2016-01-02 05:00:00,6.2
